ARCL	24.855833	92.743235
ARD	21.734000	87.102100
ARE	25.373400	75.998200
ARG	25.794900	85.906700
ARGD	23.643500	85.466500
ARGL	20.124247	85.670700
ARGP	13.253062	76.615369
ARH	29.262400	78.286000
ARI	26.082700	78.203300
ARJ	25.544920	83.187532
ARK	18.333751	82.862320
ARKA	25.867500	81.331400
ARKV	18.303573	82.910004
ARL	26.920600	80.018600
ARMU	18.780682	78.311228
ARN	21.101700	82.182700
ARNA	27.008973	76.515827
ARNB	23.368400	87.908400
ARNG	20.730107	79.979267
ARNH	12.512587	76.391459
AROR	9.878893	76.302623
ARP	25.572000	81.745600
ARPL	16.270504	77.862339
ARPR	22.300229	74.399140
ARQ	26.115061	87.447052
ARR	26.136638	87.411518
ARU	13.998800	75.314000
ARV	12.630700	79.209000
ARX	27.970900	79.886300
AS	28.933726	73.871899
ASAF	19.256700	79.416800
ASAN	29.401000	76.882300
ASAR	29.249415	77.291671
ASB	22.712100	86.313600
ASCE	25.682200	81.255900
ASD	8.707932	77.438683
ASE	28.736958	76.859193
